ensembl_gene_id,ppaniscus_homolog_ensembl_gene,ptroglodytes_homolog_ensembl_gene,ggallus_homolog_ensembl_gene,mmusculus_homolog_ensembl_gene,ggorilla_homolog_ensembl_gene,mdomestica_homolog_ensembl_gene,pabelii_homolog_ensembl_gene,oanatinus_homolog_ensembl_gene,mmulatta_homolog_ensembl_gene
ENSG00000145349,ENSPPAG00000030941,ENSPTRG00000016383,ENSGALG00000041635,ENSMUSG00000053819,ENSGGOG00000022729,ENSMODG00000005317,ENSPPYG00000015013,ENSOANG00000009295,ENSMMUG00000008587
ENSG00000145354,ENSPPAG00000033279,ENSPTRG00000016325,ENSGALG00000027860,ENSMUSG00000028165,ENSGGOG00000001371,ENSMODG00000020661,ENSPPYG00000014968,ENSOANG00000013463,ENSMMUG00000040944
ENSG00000145362,ENSPPAG00000037570,ENSPTRG00000016382,ENSGALG00000012044,ENSMUSG00000032826,ENSGGOG00000028608,ENSMODG00000005638,ENSPPYG00000015012,ENSOANG00000009296,ENSMMUG00000008633
ENSG00000145388,ENSPPAG00000029930,ENSPTRG00000016391,ENSGALG00000012000,ENSMUSG00000028114,ENSGGOG00000016449,ENSMODG00000018962,ENSPPYG00000015020,ENSOANG00000003309,ENSMMUG00000007292
ENSG00000145390,ENSPPAG00000036629,ENSPTRG00000016397,ENSGALG00000011990,ENSMUSG00000039701,ENSGGOG00000006480,ENSMODG00000018951,ENSPPYG00000015025,ENSOANG00000003314,ENSMMUG00000008705
ENSG00000150961,ENSPPAG00000028599,ENSPTRG00000052560,ENSGALG00000011998,ENSMUSG00000039234,ENSGGOG00000002496,ENSMODG00000018960,ENSPPYG00000015021,ENSOANG00000003310,ENSMMUG00000007294
ENSG00000152208,ENSPPAG00000029144,ENSPTRG00000016287,ENSGALG00000010397,ENSMUSG00000071424,ENSGGOG00000000378,ENSMODG00000019273,ENSPPYG00000014934,ENSOANG00000013766,ENSMMUG00000002366
ENSG00000153064,ENSPPAG00000038813,ENSPTRG00000016317,ENSGALG00000012292,ENSMUSG00000037922,ENSGGOG00000012262,ENSMODG00000020675,ENSPPYG00000014963,ENSOANG00000030254,ENSMMUG00000008441
ENSG00000155011,ENSPPAG00000038306,ENSPTRG00000016346,ENSGALG00000028041,ENSMUSG00000028031,ENSGGOG00000027525,ENSMODG00000020612,ENSPPYG00000014982,ENSOANG00000007745,ENSMMUG00000001630
ENSG00000163104,ENSPPAG00000035715,ENSPTRG00000023126,ENSGALG00000037339,ENSMUSG00000029920,ENSGGOG00000023001,ENSMODG00000019268,ENSPPYG00000014935,ENSOANG00000013764,ENSMMUG00000022242
ENSG00000163106,ENSPPAG00000039873,ENSPTRG00000016291,ENSGALG00000010402,ENSMUSG00000029919,ENSGGOG00000012876,ENSMODG00000019265,ENSPPYG00000014936,ENSOANG00000013762,ENSMMUG00000022244
ENSG00000163110,ENSPPAG00000034155,ENSPTRG00000016292,ENSGALG00000012211,ENSMUSG00000028273,ENSGGOG00000024845,ENSMODG00000019264,ENSPPYG00000014937,ENSOANG00000013172,ENSMMUG00000022246
ENSG00000163623,ENSPPAG00000040093,ENSPTRG00000016239,ENSGALG00000032545,ENSMUSG00000035187,ENSGGOG00000008459,ENSMODG00000020778,ENSPPYG00000014901,ENSOANG00000006212,ENSMMUG00000021161
ENSG00000163624,ENSPPAG00000043704,ENSPTRG00000016240,ENSGALG00000011227,ENSMUSG00000029330,ENSGGOG00000002418,ENSMODG00000020781,ENSPPYG00000014902,ENSOANG00000006213,ENSMMUG00000021162
ENSG00000163629,ENSPPAG00000037012,ENSPTRG00000016249,ENSGALG00000011078,ENSMUSG00000034573,ENSGGOG00000025765,ENSMODG00000020762,ENSPPYG00000014908,ENSOANG00000006229,ENSMMUG00000003726
ENSG00000164022,ENSPPAG00000038355,ENSPTRG00000016345,ENSGALG00000010553,ENSMUSG00000028029,ENSGGOG00000004226,ENSMODG00000020613,ENSPPYG00000014981,ENSOANG00000002774,ENSMMUG00000015759
ENSG00000164023,ENSPPAG00000041148,ENSPTRG00000048675,ENSGALG00000010535,ENSMUSG00000050931,ENSGGOG00000012598,ENSMODG00000020609,ENSPPYG00000014984,ENSOANG00000007747,ENSMMUG00000017834
ENSG00000164035,ENSPPAG00000030783,ENSPTRG00000016314,ENSGALG00000046550,ENSMUSG00000054690,ENSGGOG00000003574,ENSMODG00000027935,ENSPPYG00000014959,ENSOANG00000030416,ENSMMUG00000038085
ENSG00000164039,ENSPPAG00000039330,ENSPTRG00000016329,ENSGALG00000012338,ENSMUSG00000028167,ENSGGOG00000006381,ENSMODG00000020657,ENSPPYG00000025868,ENSOANG00000000385,ENSMMUG00000019085
ENSG00000164099,ENSPPAG00000035391,ENSPTRG00000016390,ENSGALG00000012004,ENSMUSG00000027978,ENSGGOG00000002810,ENSMODG00000018976,ENSPPYG00000015019,ENSOANG00000014944,ENSMMUG00000015260
ENSG00000164111,ENSPPAG00000030418,ENSPTRG00000016407,ENSGALG00000011885,ENSMUSG00000027712,ENSGGOG00000016680,ENSMODG00000018936,ENSPPYG00000015035,ENSOANG00000015113,ENSMMUG00000009194
ENSG00000164113,ENSPPAG00000028860,ENSPTRG00000016417,ENSGALG00000044995,ENSMUSG00000027719,ENSGGOG00000004388,ENSMODG00000018918,ENSPPYG00000015042,ENSOANG00000015125,ENSMMUG00000004572
ENSG00000168743,ENSPPAG00000034385,ENSPTRG00000016343,ENSGALG00000043555,ENSMUSG00000040998,ENSGGOG00000013715,ENSMODG00000020620,ENSPPYG00000014979,ENSOANG00000002771,ENSMMUG00000023428
ENSG00000168785,ENSPPAG00000043859,ENSPTRG00000016300,ENSGALG00000012227,ENSMUSG00000028152,ENSGGOG00000023379,ENSMODG00000020718,ENSPPYG00000014943,ENSOANG00000008655,ENSMMUG00000011702
ENSG00000170502,ENSPPAG00000042541,ENSPTRG00000016259,ENSGALG00000010932,ENSMUSG00000029310,ENSGGOG00000014777,ENSMODG00000020738,ENSPPYG00000014914,ENSOANG00000009493,ENSMMUG00000019043
ENSG00000170522,ENSPPAG00000033763,ENSPTRG00000016368,ENSGALG00000012131,ENSMUSG00000041220,ENSGGOG00000000221,ENSMODG00000025546,ENSPPYG00000015000,ENSOANG00000006014,ENSMMUG00000047534
ENSG00000172399,ENSPPAG00000036517,ENSPTRG00000016395,ENSGALG00000011991,ENSMUSG00000028116,ENSGGOG00000010448,ENSMODG00000018953,ENSPPYG00000015023,ENSOANG00000003313,ENSMMUG00000008703
ENSG00000172403,ENSPPAG00000035039,ENSPTRG00000016394,ENSGALG00000011994,ENSMUSG00000050315,ENSGGOG00000012942,ENSMODG00000018955,ENSPPYG00000015022,ENSOANG00000003312,ENSMMUG00000008702
ENSG00000172493,ENSPPAG00000029196,ENSPTRG00000016255,ENSGALG00000043935,ENSMUSG00000029313,ENSGGOG00000008497,ENSMODG00000020745,ENSPPYG00000014910,ENSOANG00000013624,ENSMMUG00000014076
ENSG00000174607,ENSPPAG00000009777,ENSPTRG00000016385,ENSGALG00000012018,ENSMUSG00000032854,ENSGGOG00000026542,ENSMODG00000005251,ENSPPYG00000015015,ENSOANG00000009293,ENSMMUG00000014456
ENSG00000174749,ENSPPAG00000006440,ENSPTRG00000016372,ENSGALG00000037129,ENSMUSG00000050549,ENSGGOG00000023800,ENSMODG00000005751,ENSPPYG00000015004,ENSOANG00000000694,ENSMMUG00000044260
ENSG00000180245,ENSPPAG00000041672,ENSPTRG00000016365,ENSGALG00000012181,ENSMUSG00000028012,ENSGGOG00000026289,ENSMODG00000005889,ENSPPYG00000014997,ENSOANG00000003666,ENSMMUG00000021223
ENSG00000183423,ENSPPAG00000043621,ENSPTRG00000016366,ENSGALG00000026627,ENSMUSG00000093865,ENSGGOG00000001382,ENSMODG00000005879,ENSPPYG00000014998,ENSOANG00000003667,ENSMMUG00000022956
ENSG00000188517,ENSPPAG00000027300,ENSPTRG00000016356,ENSGALG00000039411,ENSMUSG00000058897,ENSGGOG00000005574,ENSMODG00000020594,ENSPPYG00000014990,ENSOANG00000013880,ENSMMUG00000017703
ENSG00000052795,ENSPPAG00000029816,ENSPTRG00000016555,ENSGALG00000020251,ENSMUSG00000061175,ENSGGOG00000009399,ENSMODG00000002053,ENSPPYG00000015160,ENSOANG00000014975,ENSMMUG00000030046
ENSG00000052802,ENSPPAG00000037413,ENSPTRG00000016574,ENSGALG00000009560,ENSMUSG00000031604,ENSGGOG00000015730,ENSMODG00000002349,ENSPPYG00000015178,ENSOANG00000014479,ENSMMUG00000039955
ENSG00000059691,ENSPPAG00000041690,ENSPTRG00000016513,ENSGALG00000010097,ENSMUSG00000028085,ENSGGOG00000011099,ENSMODG00000001031,ENSPPYG00000015121,ENSOANG00000005282,ENSMMUG00000011048
ENSG00000061918,ENSPPAG00000006289,ENSPTRG00000016542,ENSGALG00000009361,ENSMUSG00000028005,ENSGGOG00000007160,ENSMODG00000001630,ENSPPYG00000015147,ENSOANG00000015664,ENSMMUG00000005447
ENSG00000071205,ENSPPAG00000003388,ENSPTRG00000016497,ENSGALG00000010031,ENSMUSG00000037148,ENSGGOG00000014936,ENSMODG00000000772,ENSPPYG00000015112,ENSOANG00000005267,ENSMMUG00000014953
ENSG00000085871,ENSPPAG00000034504,ENSPTRG00000016457,ENSGALG00000009803,ENSMUSG00000074604,ENSGGOG00000004989,ENSMODG00000025529,ENSPPYG00000015074,ENSOANG00000015288,ENSMMUG00000021999
ENSG00000109381,ENSPPAG00000016962,ENSPTRG00000016449,ENSGALG00000009774,ENSMUSG00000037174,ENSGGOG00000015963,ENSMODG00000000089,ENSPPYG00000015068,ENSOANG00000013760,ENSMMUG00000004984
ENSG00000109436,ENSPPAG00000029993,ENSPTRG00000016464,ENSGALG00000009855,ENSMUSG00000031709,ENSGGOG00000006878,ENSMODG00000000209,ENSPPYG00000015082,ENSOANG00000015295,ENSMMUG00000015246
ENSG00000109445,ENSPPAG00000040018,ENSPTRG00000016466,ENSGALG00000009868,ENSMUSG00000031711,ENSGGOG00000006078,ENSMODG00000000223,ENSPPYG00000015084,ENSOANG00000013166,ENSMMUG00000010446
ENSG00000109452,ENSPPAG00000042739,ENSPTRG00000016469,ENSGALG00000009880,ENSMUSG00000037940,ENSGGOG00000027193,ENSMODG00000000308,ENSPPYG00000015086,ENSOANG00000013164,ENSMMUG00000003697
ENSG00000109458,ENSPPAG00000039393,ENSPTRG00000016471,ENSGALG00000009898,ENSMUSG00000031714,ENSGGOG00000000020,ENSMODG00000000336,ENSPPYG00000015090,ENSOANG00000013925,ENSMMUG00000000828
ENSG00000109466,ENSPPAG00000020375,ENSPTRG00000016572,ENSGALG00000009554,ENSMUSG00000031605,ENSGGOG00000001786,ENSMODG00000002334,ENSPPYG00000015176,ENSOANG00000014478,ENSMMUG00000017342
ENSG00000109472,ENSPPAG00000030038,ENSPTRG00000016575,ENSGALG00000027788,ENSMUSG00000037852,ENSGGOG00000026366,ENSMODG00000002373,ENSPPYG00000015179,ENSOANG00000014480,ENSMMUG00000023400
ENSG00000109654,ENSPPAG00000038637,ENSPTRG00000016522,ENSGALG00000009207,ENSMUSG00000027993,ENSGGOG00000007303,ENSMODG00000001127,ENSPPYG00000015128,ENSOANG00000005287,ENSMMUG00000004934
ENSG00000109670,ENSPPAG00000035178,ENSPTRG00000016514,ENSGALG00000010103,ENSMUSG00000028086,ENSGGOG00000024434,ENSMODG00000001062,ENSPPYG00000015122,ENSOANG00000005283,ENSMMUG00000020330
ENSG00000109686,ENSPPAG00000044129,ENSPTRG00000016509,ENSGALG00000010081,ENSMUSG00000028082,ENSGGOG00000010733,ENSMODG00000000997,ENSPPYG00000015118,ENSOANG00000013775,ENSMMUG00000006026
ENSG00000109738,ENSPPAG00000015920,ENSPTRG00000016547,ENSGALG00000009395,ENSMUSG00000028020,ENSGGOG00000026195,ENSMODG00000001739,ENSPPYG00000015152,ENSOANG00000015656,ENSMMUG00000022901
ENSG00000109756,ENSPPAG00000030225,ENSPTRG00000016558,ENSGALG00000020249,ENSMUSG00000062232,ENSGGOG00000005303,ENSMODG00000002092,ENSPPYG00000029656,ENSOANG00000014970,ENSMMUG00000010581
ENSG00000120251,ENSPPAG00000038144,ENSPTRG00000016548,ENSGALG00000009405,ENSMUSG00000033981,ENSGGOG00000012673,ENSMODG00000001807,ENSPPYG00000015153,ENSOANG00000015652,ENSMMUG00000018272
ENSG00000120519,ENSPPAG00000031603,ENSPTRG00000016491,ENSGALG00000010006,ENSMUSG00000031684,ENSGGOG00000034808,ENSMODG00000000522,ENSPPYG00000015106,ENSOANG00000006896,ENSMMUG00000005522
ENSG00000121207,ENSPPAG00000041598,ENSPTRG00000016537,ENSGALG00000009276,ENSMUSG00000028003,ENSGGOG00000001772,ENSMODG00000001284,ENSPPYG00000015143,ENSOANG00000015674,ENSMMUG00000044274
ENSG00000121210,ENSPPAG00000035999,ENSPTRG00000016527,ENSGALG00000009230,ENSMUSG00000033767,ENSGGOG00000003778,ENSMODG00000001175,ENSPPYG00000015130,ENSOANG00000005289,ENSMMUG00000009001
ENSG00000137460,ENSPPAG00000028121,ENSPTRG00000016521,ENSGALG00000041054,ENSMUSG00000041842,ENSGGOG00000006436,ENSMODG00000001112,ENSPPYG00000015127,ENSOANG00000005286,ENSMMUG00000018493
ENSG00000137473,ENSPPAG00000039325,ENSPTRG00000016493,ENSGALG00000010009,ENSMUSG00000037101,ENSGGOG00000004691,ENSMODG00000000583,ENSPPYG00000015108,ENSOANG00000005261,ENSMMUG00000013816
ENSG00000142731,ENSPPAG00000029673,ENSPTRG00000016434,ENSGALG00000010195,ENSMUSG00000025758,ENSGGOG00000006621,ENSMODG00000012263,ENSPPYG00000015057,ENSOANG00000020496,ENSMMUG00000003320
ENSG00000145391,ENSPPAG00000027000,ENSPTRG00000039601,ENSGALG00000009800,ENSMUSG00000037111,ENSGGOG00000011774,ENSMODG00000000122,ENSPPYG00000015073,ENSOANG00000015287,ENSMMUG00000001841
ENSG00000145414,ENSPPAG00000034674,ENSPTRG00000016560,ENSGALG00000009496,ENSMUSG00000014907,ENSGGOG00000000894,ENSMODG00000028980,ENSPPYG00000029771,ENSOANG00000014157,ENSMMUG00000001717
ENSG00000145416,ENSPPAG00000044145,ENSPTRG00000016564,ENSGALG00000009520,ENSMUSG00000036469,ENSGGOG00000012475,ENSMODG00000002174,ENSPPYG00000015168,ENSOANG00000008229,ENSMMUG00000041688
ENSG00000145423,ENSPPAG00000032563,ENSPTRG00000016530,ENSGALG00000009241,ENSMUSG00000027996,ENSGGOG00000001696,ENSMODG00000001183,ENSPPYG00000015133,ENSOANG00000005292,ENSMMUG00000015851
ENSG00000145431,ENSPPAG00000039103,ENSPTRG00000016546,ENSGALG00000009378,ENSMUSG00000028019,ENSGGOG00000008632,ENSMODG00000001723,ENSPPYG00000015151,ENSOANG00000015659,ENSMMUG00000022900
ENSG00000151012,ENSPPAG00000039405,ENSPTRG00000016446,ENSGALG00000009758,ENSMUSG00000027737,ENSGGOG00000005762,ENSMODG00000000053,ENSPPYG00000015066,ENSOANG00000009594,ENSMMUG00000020317
ENSG00000151470,ENSPPAG00000036110,ENSPTRG00000016442,ENSGALG00000010108,ENSMUSG00000025766,ENSGGOG00000009081,ENSMODG00000020761,ENSPPYG00000015063,ENSOANG00000028281,ENSMMUG00000040747
ENSG00000151611,ENSPPAG00000031747,ENSPTRG00000016486,ENSGALG00000009974,ENSMUSG00000037022,ENSGGOG00000002558,ENSMODG00000000508,ENSPPYG00000015103,ENSOANG00000006537,ENSMMUG00000005382
ENSG00000151612,ENSPPAG00000041685,ENSPTRG00000016487,ENSGALG00000009982,ENSMUSG00000071064,ENSGGOG00000004696,ENSMODG00000000520,ENSPPYG00000015104,ENSOANG00000006534,ENSMMUG00000005380
ENSG00000151615,ENSPPAG00000035263,ENSPTRG00000016492,ENSGALG00000037094,ENSMUSG00000031688,ENSGGOG00000001836,ENSMODG00000000557,ENSPPYG00000015107,ENSOANG00000006897,ENSMMUG00000023440
ENSG00000151617,ENSPPAG00000037609,ENSPTRG00000016494,ENSGALG00000010013,ENSMUSG00000031616,ENSGGOG00000000619,ENSMODG00000000658,ENSPPYG00000015109,ENSOANG00000005262,ENSMMUG00000003659
ENSG00000151623,ENSPPAG00000031751,ENSPTRG00000016499,ENSGALG00000010035,ENSMUSG00000031618,ENSGGOG00000001102,ENSMODG00000000830,ENSPPYG00000015113,ENSOANG00000005268,ENSMMUG00000014955
ENSG00000151962,ENSPPAG00000043236,ENSPTRG00000016538,ENSGALG00000009278,ENSMUSG00000033882,ENSGGOG00000001876,ENSMODG00000001302,ENSPPYG00000015144,ENSOANG00000002141,ENSMMUG00000021147
ENSG00000153130,ENSPPAG00000042997,ENSPTRG00000016460,ENSGALG00000009813,ENSMUSG00000063253,ENSGGOG00000028186,ENSMODG00000025528,ENSPPYG00000015077,ENSOANG00000015290,ENSMMUG00000038364
ENSG00000153132,ENSPPAG00000040396,ENSPTRG00000049174,ENSGALG00000009826,ENSMUSG00000002190,ENSGGOG00000006153,ENSMODG00000000160,ENSPPYG00000015078,ENSOANG00000015291,ENSMMUG00000022355
ENSG00000153147,ENSPPAG00000028523,ENSPTRG00000016472,ENSGALG00000009913,ENSMUSG00000031715,ENSGGOG00000012595,ENSMODG00000000391,ENSPPYG00000015091,ENSOANG00000013921,ENSMMUG00000000829
ENSG00000164040,ENSPPAG00000042028,ENSPTRG00000016438,ENSGALG00000039825,ENSMUSG00000049940,ENSGGOG00000026492,ENSMODG00000012307,ENSPPYG00000015060,ENSOANG00000005113,ENSMMUG00000037904
ENSG00000164070,ENSPPAG00000029199,ENSPTRG00000016433,ENSGALG00000010185,ENSMUSG00000025757,ENSGGOG00000013848,ENSMODG00000012257,ENSPPYG00000015056,ENSOANG00000028567,ENSMMUG00000015245
ENSG00000164074,ENSPPAG00000038392,ENSPTRG00000016436,ENSGALG00000010201,ENSMUSG00000037818,ENSGGOG00000011012,ENSMODG00000012274,ENSPPYG00000015059,ENSOANG00000014294,ENSMMUG00000020931
ENSG00000164114,ENSPPAG00000013128,ENSPTRG00000016540,ENSGALG00000020253,ENSMUSG00000033900,ENSGGOG00000011510,ENSMODG00000001340,ENSPPYG00000015145,ENSOANG00000015669,ENSMMUG00000016949
ENSG00000164123,ENSPPAG00000029906,ENSPTRG00000016556,ENSGALG00000045983,ENSMUSG00000091685,ENSGGOG00000000301,ENSMODG00000028470,ENSPPYG00000015161,ENSOANG00000021204,ENSMMUG00000003488
ENSG00000164124,ENSPPAG00000030600,ENSPTRG00000016550,ENSGALG00000026253,ENSMUSG00000027956,ENSGGOG00000017056,ENSMODG00000001956,ENSPPYG00000015155,ENSOANG00000015650,ENSMMUG00000004448
ENSG00000164125,ENSPPAG00000034391,ENSPTRG00000016549,ENSGALG00000042411,ENSMUSG00000027955,ENSGGOG00000013811,ENSMODG00000001942,ENSPPYG00000015154,ENSOANG00000015651,ENSMMUG00000008547
ENSG00000164134,ENSPPAG00000034447,ENSPTRG00000016453,ENSGALG00000009782,ENSMUSG00000063273,ENSGGOG00000008676,ENSMODG00000000107,ENSPPYG00000015071,ENSOANG00000008970,ENSMMUG00000018184
ENSG00000164136,ENSPPAG00000043501,ENSPTRG00000016467,ENSGALG00000009870,ENSMUSG00000031712,ENSGGOG00000011285,ENSMODG00000000235,ENSPPYG00000015085,ENSOANG00000013165,ENSMMUG00000019092
ENSG00000164142,ENSPPAG00000032398,ENSPTRG00000016512,ENSGALG00000010090,ENSMUSG00000051000,ENSGGOG00000016578,ENSMODG00000001021,ENSPPYG00000015120,ENSOANG00000005280,ENSMMUG00000041800
ENSG00000164161,ENSPPAG00000032784,ENSPTRG00000016479,ENSGALG00000009948,ENSMUSG00000064325,ENSGGOG00000013359,ENSMODG00000000432,ENSPPYG00000015095,ENSOANG00000013920,ENSMMUG00000007968
ENSG00000164162,ENSPPAG00000034191,ENSPTRG00000016480,ENSGALG00000028643,ENSMUSG00000036977,ENSGGOG00000025091,ENSMODG00000000439,ENSPPYG00000015096,ENSOANG00000013919,ENSMMUG00000004432
ENSG00000164168,ENSPPAG00000032567,ENSPTRG00000016495,ENSGALG00000010019,ENSMUSG00000031617,ENSGGOG00000013660,ENSMODG00000000670,ENSPPYG00000015110,ENSOANG00000005263,ENSMMUG00000004977
ENSG00000164169,ENSPPAG00000043067,ENSPTRG00000016496,ENSGALG00000010022,ENSMUSG00000037134,ENSGGOG00000013668,ENSMODG00000000691,ENSPPYG00000015111,ENSOANG00000005264,ENSMMUG00000004979
ENSG00000168843,ENSPPAG00000033491,ENSPTRG00000016559,ENSGALG00000041736,ENSMUSG00000034098,ENSGGOG00000008514,ENSMODG00000002119,ENSPPYG00000015162,ENSOANG00000009694,ENSMMUG00000009033
ENSG00000170088,ENSPPAG00000030031,ENSPTRG00000047471,ENSGALG00000009528,ENSMUSG00000025521,ENSGGOG00000042030,ENSMODG00000002258,ENSPPYG00000015175,ENSOANG00000007811,ENSMMUG00000021912
ENSG00000170185,ENSPPAG00000041444,ENSPTRG00000016470,ENSGALG00000009886,ENSMUSG00000038250,ENSGGOG00000002044,ENSMODG00000000319,ENSPPYG00000015088,ENSOANG00000013926,ENSMMUG00000000827
ENSG00000170390,ENSPPAG00000041046,ENSPTRG00000016504,ENSGALG00000032386,ENSMUSG00000028078,ENSGGOG00000014019,ENSMODG00000000868,ENSPPYG00000015115,ENSOANG00000005269,ENSMMUG00000002211
ENSG00000171503,ENSPPAG00000033940,ENSPTRG00000016553,ENSGALG00000009442,ENSMUSG00000027809,ENSGGOG00000025606,ENSMODG00000002009,ENSPPYG00000015158,ENSOANG00000014978,ENSMMUG00000004644
ENSG00000171509,ENSPPAG00000042348,ENSPTRG00000016551,ENSGALG00000009429,ENSMUSG00000034009,ENSGGOG00000013198,ENSMODG00000001973,ENSPPYG00000015156,ENSOANG00000005387,ENSMMUG00000004647
ENSG00000171557,ENSPPAG00000041183,ENSPTRG00000016536,ENSGALG00000009268,ENSMUSG00000033860,ENSGGOG00000011928,ENSMODG00000001279,ENSPPYG00000015141,ENSOANG00000005299,ENSMMUG00000021304
ENSG00000171560,ENSPPAG00000033202,ENSPTRG00000016535,ENSGALG00000009266,ENSMUSG00000028001,ENSGGOG00000026321,ENSMODG00000001252,ENSPPYG00000015140,ENSOANG00000005297,ENSMMUG00000021303
ENSG00000171564,ENSPPAG00000032537,ENSPTRG00000016534,ENSGALG00000009262,ENSMUSG00000033831,ENSGGOG00000014050,ENSMODG00000001239,ENSPPYG00000015139,ENSOANG00000005294,ENSMMUG00000021302
ENSG00000171566,ENSPPAG00000030351,ENSPTRG00000016533,ENSGALG00000009257,ENSMUSG00000027998,ENSGGOG00000014469,ENSMODG00000001215,ENSPPYG00000015138,ENSOANG00000005295,ENSMMUG00000021301
ENSG00000172007,ENSPPAG00000043376,ENSPTRG00000016455,ENSGALG00000009790,ENSMUSG00000027739,ENSGGOG00000040896,ENSMODG00000000118,ENSPPYG00000015072,ENSOANG00000015286,ENSMMUG00000020692
ENSG00000181541,ENSPPAG00000024444,ENSPTRG00000038821,ENSGALG00000045289,ENSMUSG00000057777,ENSGGOG00000014090,ENSMODG00000024939,ENSPPYG00000015117,ENSOANG00000005277,ENSMMUG00000039441
ENSG00000185149,ENSPPAG00000008082,ENSPTRG00000016539,ENSGALG00000009280,ENSMUSG00000028004,ENSGGOG00000012928,ENSMODG00000024959,ENSPPYG00000015282,ENSOANG00000015672,ENSMMUG00000014185
ENSG00000189184,ENSPPAG00000003442,ENSPTRG00000024162,ENSGALG00000009732,ENSMUSG00000037892,ENSGGOG00000014444,ENSMODG00000000040,ENSPPYG00000015065,ENSOANG00000005407,ENSMMUG00000008362
ENSG00000196159,ENSPPAG00000032760,ENSPTRG00000024046,ENSGALG00000011823,ENSMUSG00000046743,ENSGGOG00000013277,ENSMODG00000018877,ENSPPYG00000015053,ENSOANG00000014607,ENSMMUG00000011810
ENSG00000196782,ENSPPAG00000002376,ENSPTRG00000016459,ENSGALG00000009809,ENSMUSG00000061143,ENSGGOG00000010453,ENSMODG00000000132,ENSPPYG00000015075,ENSOANG00000015289,ENSMMUG00000021998
ENSG00000234828,ENSPPAG00000041665,ENSPTRG00000046099,ENSGALG00000043861,ENSMUSG00000031620,ENSGGOG00000025100,ENSMODG00000029462,ENSPPYG00000015114,ENSOANG00000028894,ENSMMUG00000047563
ENSG00000038002,ENSPPAG00000036906,ENSPTRG00000016618,ENSGALG00000010716,ENSMUSG00000031521,ENSGGOG00000007600,ENSMODG00000003821,ENSPPYG00000015220,ENSOANG00000005290,ENSMMUG00000007393
ENSG00000038295,ENSPPAG00000038906,ENSPTRG00000016577,ENSGALG00000009567,ENSMUSG00000053626,ENSGGOG00000000148,ENSMODG00000002435,ENSPPYG00000015181,ENSOANG00000014482,ENSMMUG00000015799
ENSG00000056050,ENSPPAG00000000046,ENSPTRG00000016590,ENSGALG00000009668,ENSMUSG00000038005,ENSGGOG00000003090,ENSMODG00000003037,ENSPPYG00000015193,ENSOANG00000007441,ENSMMUG00000010232
ENSG00000066230,ENSPPAG00000032817,ENSPTRG00000016682,ENSGALG00000039738,ENSMUSG00000036123,ENSGGOG00000013801,ENSMODG00000000680,ENSPPYG00000015303,ENSOANG00000014871,ENSMMUG00000003789
ENSG00000078295,ENSPPAG00000035118,ENSPTRG00000049665,ENSGALG00000013060,ENSMUSG00000021536,ENSGGOG00000011188,ENSMODG00000002081,ENSPPYG00000015335,ENSOANG00000011580,ENSMMUG00000018742
ENSG00000109511,ENSPPAG00000031022,ENSPTRG00000016580,ENSGALG00000009573,ENSMUSG00000031635,ENSGGOG00000007800,ENSMODG00000002499,ENSPPYG00000015183,ENSOANG00000007455,ENSMMUG00000001879
ENSG00000109572,ENSPPAG00000042101,ENSPTRG00000016589,ENSGALG00000009674,ENSMUSG00000004319,ENSGGOG00000014250,ENSMODG00000003024,ENSPPYG00000015192,ENSOANG00000007442,ENSMMUG00000010228
ENSG00000109586,ENSPPAG00000034268,ENSPTRG00000016596,ENSGALG00000010744,ENSMUSG00000031608,ENSGGOG00000028299,ENSMODG00000025055,ENSPPYG00000015203,ENSOANG00000011495,ENSMMUG00000013106
ENSG00000109762,ENSPPAG00000031176,ENSPTRG00000016649,ENSGALG00000010610,ENSMUSG00000038291,ENSGGOG00000017161,ENSMODG00000004684,ENSPPYG00000015244,ENSOANG00000030116,ENSMMUG00000003518
ENSG00000109771,ENSPPAG00000042897,ENSPTRG00000016650,ENSGALG00000045063,ENSMUSG00000031637,ENSGGOG00000002817,ENSMODG00000004698,ENSPPYG00000015245,ENSOANG00000012291,ENSMMUG00000003519
ENSG00000109794,ENSPPAG00000034984,ENSPTRG00000049170,ENSGALG00000013503,ENSMUSG00000070044,ENSGGOG00000011490,ENSMODG00000004881,ENSPPYG00000015255,ENSOANG00000004549,ENSMMUG00000039058
ENSG00000112902,ENSPPAG00000043389,ENSPTRG00000016722,ENSGALG00000028685,ENSMUSG00000022231,ENSGGOG00000011428,ENSMODG00000002138,ENSPPYG00000015339,ENSOANG00000011586,ENSMMUG00000020160
ENSG00000113504,ENSPPAG00000029396,ENSPTRG00000016692,ENSGALG00000042396,ENSMUSG00000017756,ENSGGOG00000009629,ENSMODG00000000878,ENSPPYG00000015312,ENSOANG00000020020,ENSMMUG00000019441
ENSG00000124275,ENSPPAG00000043987,ENSPTRG00000016721,ENSGALG00000039424,ENSMUSG00000034617,ENSGGOG00000000958,ENSMODG00000002110,ENSPPYG00000015338,ENSOANG00000011583,ENSMMUG00000018747
ENSG00000129187,ENSPPAG00000022425,ENSPTRG00000016624,ENSGALG00000010674,ENSMUSG00000031562,ENSGGOG00000016412,ENSMODG00000004124,ENSPPYG00000015223,ENSOANG00000006238,ENSMMUG00000000284
